# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Nov  3 17:07:58 2022
#
# User preference: *
#
# CONSTRAINT:  where (sy_snum not null
# CONSTRAINT:  and sy_pnum not null
# CONSTRAINT:  and pl_orbper not null
# CONSTRAINT:  and pl_eqt not null
# CONSTRAINT:  and sy_dist not null)
# CONSTRAINT:  order by hostname asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,sy_dist,sy_disterr1,sy_disterr2
Kepler-212 c,Kepler-212,1,2,31.80517400,0.00014200,-0.00014200,0,2.740,0.510,-0.510,0,664,,,0,687.1940000,8.5330000,-8.3290010
Kepler-213 b,Kepler-213,1,2,2.46236000,0.00000600,-0.00000600,0,1.620,0.310,-0.310,0,1326,,,0,634.9390000,7.2715000,-7.2715000
Kepler-213 c,Kepler-213,1,2,4.82296200,0.00000800,-0.00000800,0,2.340,0.450,-0.450,0,1060,,,0,634.9390000,7.2715000,-7.2715000
Kepler-214 b,Kepler-214,1,2,15.66054400,0.00008000,-0.00008000,0,2.610,0.490,-0.490,0,758,,,0,1208.4400000,22.8650000,-22.8650000
Kepler-214 c,Kepler-214,1,2,28.77980000,0.00039700,-0.00039700,0,2.130,0.400,-0.400,0,619,,,0,1208.4400000,22.8650000,-22.8650000
Kepler-215 b,Kepler-215,1,4,9.36067200,0.00004000,-0.00004000,0,1.620,0.400,-0.400,0,784,,,0,485.9970000,3.6540000,-3.6540000
Kepler-215 c,Kepler-215,1,4,14.66710800,0.00008900,-0.00008900,0,1.770,0.420,-0.420,0,675,,,0,485.9970000,3.6540000,-3.6540000
Kepler-215 d,Kepler-215,1,4,30.86442300,0.00009200,-0.00009200,0,2.390,0.550,-0.550,0,527,,,0,485.9970000,3.6540000,-3.6540000
Kepler-215 e,Kepler-215,1,4,68.16101000,0.00063000,-0.00063000,0,1.750,0.410,-0.410,0,405,,,0,485.9970000,3.6540000,-3.6540000
Kepler-216 b,Kepler-216,1,2,7.69364100,0.00003100,-0.00003100,0,2.350,0.460,-0.460,0,1069,,,0,1187.4700000,21.4200000,-21.4200000
Kepler-216 c,Kepler-216,1,2,17.40666900,0.00005700,-0.00005700,0,3.040,0.590,-0.590,0,814,,,0,1187.4700000,21.4200000,-21.4200000
Kepler-217 b,Kepler-217,1,3,5.37494300,0.00001900,-0.00001900,0,2.230,0.320,-0.320,0,1413,,,0,1104.6400000,16.8800000,-16.3800000
Kepler-217 c,Kepler-217,1,3,8.58600400,0.00005300,-0.00005300,0,1.850,0.270,-0.270,0,1208,,,0,1104.6400000,16.8800000,-16.3800000
Kepler-217 d,Kepler-217,1,3,3.88689525,0.00002241,-0.00002241,0,1.320,0.360,-0.270,0,1574,,,0,1104.6400000,16.8800000,-16.3800000
Kepler-218 b,Kepler-218,1,3,3.61933700,0.00001100,-0.00001100,0,1.480,0.120,-0.120,0,1156,,,0,656.3800000,6.3550000,-6.3550000
Kepler-218 c,Kepler-218,1,3,44.69957600,0.00016700,-0.00016700,0,3.140,0.260,-0.260,0,500,,,0,656.3800000,6.3550000,-6.3550000
Kepler-218 d,Kepler-218,1,3,124.52446470,0.00058220,-0.00058220,0,2.660,0.280,-0.180,0,356,,,0,656.3800000,6.3550000,-6.3550000
Kepler-219 b,Kepler-219,1,3,4.58551200,0.00000800,-0.00000800,0,2.950,0.490,-0.490,0,1307,,,0,787.0700000,10.5790000,-10.5790000
Kepler-219 c,Kepler-219,1,3,22.71461300,0.00007500,-0.00007500,0,3.580,0.600,-0.600,0,766,,,0,787.0700000,10.5790000,-10.5790000
Kepler-219 d,Kepler-219,1,3,47.90364500,0.00030700,-0.00030700,0,2.810,0.480,-0.480,0,598,,,0,787.0700000,10.5790000,-10.5790000
Kepler-22 b,Kepler-22,1,1,289.86230000,0.00160000,-0.00200000,0,2.380,0.130,-0.130,0,262,,,0,194.6420000,0.9270000,-0.9180000
Kepler-220 b,Kepler-220,1,4,4.15980700,0.00001000,-0.00001000,0,0.810,0.050,-0.050,0,759,,,0,171.1090000,0.6370000,-0.6330000
Kepler-220 c,Kepler-220,1,4,9.03419900,0.00000900,-0.00000900,0,1.570,0.090,-0.090,0,586,,,0,171.1090000,0.6370000,-0.6330000
Kepler-220 d,Kepler-220,1,4,28.12239700,0.00016200,-0.00016200,0,0.980,0.060,-0.060,0,401,,,0,171.1090000,0.6370000,-0.6330000
Kepler-220 e,Kepler-220,1,4,45.90273300,0.00019200,-0.00019200,0,1.330,0.120,-0.120,0,341,,,0,171.1090000,0.6370000,-0.6330000
Kepler-221 b,Kepler-221,1,4,2.79590600,0.00000400,-0.00000400,0,1.710,0.170,-0.170,0,1090,,,0,385.2310000,2.8335000,-2.8335000
Kepler-221 c,Kepler-221,1,4,5.69058600,0.00000400,-0.00000400,0,2.930,0.270,-0.270,0,860,,,0,385.2310000,2.8335000,-2.8335000
Kepler-221 d,Kepler-221,1,4,10.04156000,0.00001100,-0.00001100,0,2.730,0.250,-0.250,0,712,,,0,385.2310000,2.8335000,-2.8335000
Kepler-221 e,Kepler-221,1,4,18.36991700,0.00002900,-0.00002900,0,2.630,0.250,-0.250,0,582,,,0,385.2310000,2.8335000,-2.8335000
Kepler-222 b,Kepler-222,1,3,3.93698100,0.00000500,-0.00000500,0,3.160,1.400,-1.400,0,1004,,,0,758.8540000,15.0670000,-14.5010000
Kepler-222 c,Kepler-222,1,3,10.08881000,0.00001100,-0.00001100,0,4.640,2.070,-2.070,0,734,,,0,758.8540000,15.0670000,-14.5010000
Kepler-222 d,Kepler-222,1,3,28.08191200,0.00006900,-0.00006900,0,3.690,1.630,-1.630,0,522,,,0,758.8540000,15.0670000,-14.5010000
Kepler-223 b,Kepler-223,1,4,7.38449000,0.00022000,-0.00022000,0,2.990,0.180,-0.270,0,1042,,,0,1859.7100000,111.0450000,-111.0450000
Kepler-223 c,Kepler-223,1,4,9.84564000,0.00052000,-0.00051000,0,3.440,0.200,-0.300,0,947,,,0,1859.7100000,111.0450000,-111.0450000
Kepler-223 d,Kepler-223,1,4,14.78869000,0.00030000,-0.00027000,0,5.240,0.260,-0.450,0,827,,,0,1859.7100000,111.0450000,-111.0450000
Kepler-223 e,Kepler-223,1,4,19.72567000,0.00055000,-0.00054000,0,4.600,0.270,-0.410,0,751,,,0,1859.7100000,111.0450000,-111.0450000
Kepler-224 b,Kepler-224,1,4,3.13292400,0.00001400,-0.00001400,0,1.390,0.090,-0.090,0,937,,,0,782.0880000,18.7190000,-17.8790000
Kepler-224 c,Kepler-224,1,4,5.92500300,0.00001000,-0.00001000,0,3.120,0.260,-0.260,0,758,,,0,782.0880000,18.7190000,-17.8790000
Kepler-224 d,Kepler-224,1,4,11.34939300,0.00003400,-0.00003400,0,2.300,0.140,-0.140,0,610,,,0,782.0880000,18.7190000,-17.8790000
Kepler-224 e,Kepler-224,1,4,18.64357700,0.00008700,-0.00008700,0,1.970,0.150,-0.150,0,517,,,0,782.0880000,18.7190000,-17.8790000
Kepler-225 b,Kepler-225,1,2,6.73897500,0.00004100,-0.00004100,0,1.200,0.070,-0.070,0,579,,,0,561.1010000,12.7010000,-12.1600000
Kepler-225 c,Kepler-225,1,2,18.79423400,0.00007600,-0.00007600,0,1.840,0.100,-0.100,0,412,,,0,561.1010000,12.7010000,-12.1600000
Kepler-226 b,Kepler-226,1,3,3.94099700,0.00002000,-0.00002000,0,1.550,0.620,-0.620,0,1018,,,0,980.1380000,26.5920000,-25.2440000
Kepler-226 c,Kepler-226,1,3,5.34955500,0.00001400,-0.00001400,0,2.270,0.900,-0.900,0,919,,,0,980.1380000,26.5920000,-25.2440000
Kepler-226 d,Kepler-226,1,3,8.10904400,0.00009400,-0.00009400,0,1.220,0.490,-0.490,0,800,,,0,980.1380000,26.5920000,-25.2440000
Kepler-227 b,Kepler-227,1,2,9.48801500,0.00003900,-0.00003900,0,3.110,1.570,-1.570,0,793,,,0,1083.0600000,29.6700000,-29.6700000
Kepler-227 c,Kepler-227,1,2,54.41869400,0.00046000,-0.00046000,0,3.040,1.530,-1.530,0,443,,,0,1083.0600000,29.6700000,-29.6700000
Kepler-228 b,Kepler-228,1,3,2.56654600,0.00002600,-0.00002600,0,1.530,0.710,-0.710,0,1360,,,0,1644.6100000,79.3200000,-72.4600000
Kepler-228 c,Kepler-228,1,3,4.13444400,0.00001800,-0.00001800,0,2.700,1.240,-1.240,0,1160,,,0,1644.6100000,79.3200000,-72.4600000
Kepler-228 d,Kepler-228,1,3,11.09428600,0.00003600,-0.00003600,0,4.040,1.850,-1.850,0,835,,,0,1644.6100000,79.3200000,-72.4600000
Kepler-229 b,Kepler-229,1,3,6.25297200,0.00002100,-0.00002100,0,2.200,0.780,-0.780,0,823,,,0,826.2650000,23.8720000,-22.5910000
Kepler-229 c,Kepler-229,1,3,16.06863800,0.00001900,-0.00001900,0,4.920,1.740,-1.740,0,600,,,0,826.2650000,23.8720000,-22.5910000
Kepler-229 d,Kepler-229,1,3,41.19491200,0.00024800,-0.00024800,0,3.850,1.380,-1.380,0,439,,,0,826.2650000,23.8720000,-22.5910000
Kepler-23 b,Kepler-23,1,3,7.10730000,,,0,1.900,,,0,1157,,,0,835.7560000,11.4630000,-11.1630000
Kepler-23 c,Kepler-23,1,3,10.74210000,,,0,3.200,,,0,1008,,,0,835.7560000,11.4630000,-11.1630000
Kepler-23 d,Kepler-23,1,3,15.27429900,0.00010400,-0.00010400,0,2.200,0.090,-0.090,0,896,,,0,835.7560000,11.4630000,-11.1630000
Kepler-230 b,Kepler-230,1,2,32.62555500,0.00012600,-0.00012600,0,4.260,2.170,-2.170,0,506,,,0,740.7540000,13.8660000,-13.3740000
Kepler-230 c,Kepler-230,1,2,91.77324200,0.00161800,-0.00161800,0,2.040,1.040,-1.040,0,359,,,0,740.7540000,13.8660000,-13.3740000
Kepler-231 b,Kepler-231,1,2,10.06527500,0.00002700,-0.00002700,0,1.730,0.120,-0.120,0,488,,,0,316.6180000,3.3480000,-3.2810000
Kepler-231 c,Kepler-231,1,2,19.27156600,0.00009900,-0.00009900,0,1.930,0.190,-0.190,0,393,,,0,316.6180000,3.3480000,-3.2810000
Kepler-232 b,Kepler-232,1,2,4.43122200,0.00001100,-0.00001100,0,3.080,1.470,-1.470,0,1104,,,0,1349.1300000,48.3800000,-45.1900000
Kepler-232 c,Kepler-232,1,2,11.37934900,0.00004400,-0.00004400,0,3.830,1.860,-1.860,0,806,,,0,1349.1300000,48.3800000,-45.1900000
Kepler-233 b,Kepler-233,1,2,8.47238200,0.00002600,-0.00002600,0,2.430,0.660,-0.660,0,751,,,0,856.4170000,19.3280000,-18.5060000
Kepler-233 c,Kepler-233,1,2,60.41895500,0.00063000,-0.00063000,0,2.710,0.780,-0.780,0,390,,,0,856.4170000,19.3280000,-18.5060000
Kepler-234 b,Kepler-234,1,2,2.71150600,0.00000600,-0.00000600,0,3.700,1.660,-1.660,0,1420,,,0,1733.1000000,94.6300000,-85.4700000
Kepler-234 c,Kepler-234,1,2,7.21205000,0.00002200,-0.00002200,0,3.510,1.560,-1.560,0,1025,,,0,1733.1000000,94.6300000,-85.4700000
Kepler-235 b,Kepler-235,1,4,3.34022200,0.00000500,-0.00000500,0,2.230,0.100,-0.100,0,731,67,-52,0,428.0180000,6.6950000,-6.4950000
Kepler-235 c,Kepler-235,1,4,7.82490400,0.00005500,-0.00005500,0,1.280,0.080,-0.080,0,555,43,-46,0,428.0180000,6.6950000,-6.4950000
Kepler-235 d,Kepler-235,1,4,20.06054800,0.00009900,-0.00009900,0,2.050,0.100,-0.100,0,401,38,-27,0,428.0180000,6.6950000,-6.4950000
Kepler-235 e,Kepler-235,1,4,46.18366900,0.00042500,-0.00042500,0,2.220,0.290,-0.290,0,306,24,-25,0,428.0180000,6.6950000,-6.4950000
Kepler-236 b,Kepler-236,1,2,8.29561100,0.00003200,-0.00003200,0,1.570,0.120,-0.120,0,469,,,0,288.7630000,2.2650000,-2.2650000
Kepler-236 c,Kepler-236,1,2,23.96812700,0.00017400,-0.00017400,0,2.000,0.170,-0.170,0,329,,,0,288.7630000,2.2650000,-2.2650000
Kepler-237 b,Kepler-237,1,2,4.71510600,0.00003000,-0.00003000,0,1.410,0.750,-0.750,0,823,,,0,657.8220000,10.4290000,-10.1130000
Kepler-237 c,Kepler-237,1,2,8.10363600,0.00003200,-0.00003200,0,2.080,1.100,-1.100,0,687,,,0,657.8220000,10.4290000,-10.1130000
Kepler-238 b,Kepler-238,1,5,2.09087600,0.00002000,-0.00002000,0,1.730,0.400,-0.400,0,1642,,,0,1798.7500000,75.2100000,-69.5100000
Kepler-238 c,Kepler-238,1,5,6.15555700,0.00005000,-0.00005000,0,2.390,0.450,-0.450,0,1146,,,0,1798.7500000,75.2100000,-69.5100000
Kepler-238 d,Kepler-238,1,5,13.23354900,0.00008100,-0.00008100,0,3.070,0.570,-0.570,0,888,,,0,1798.7500000,75.2100000,-69.5100000
Kepler-238 e,Kepler-238,1,5,23.65400000,,,0,5.600,2.370,-0.460,0,731,,,0,1798.7500000,75.2100000,-69.5100000
Kepler-238 f,Kepler-238,1,5,50.44700000,,,0,2.000,0.850,-0.170,0,568,,,0,1798.7500000,75.2100000,-69.5100000
Kepler-239 b,Kepler-239,1,2,11.76305100,0.00003400,-0.00003400,0,2.330,0.150,-0.150,0,616,,,0,648.1090000,13.3320000,-13.3320000
Kepler-239 c,Kepler-239,1,2,56.22809800,0.00058000,-0.00058000,0,2.510,0.420,-0.420,0,366,,,0,648.1090000,13.3320000,-13.3320000
Kepler-24 b,Kepler-24,1,4,8.14530000,,,0,2.400,,,0,1050,,,0,1156.8100000,32.0800000,-32.0800000
Kepler-24 c,Kepler-24,1,4,12.33350000,,,0,2.800,,,0,915,,,0,1156.8100000,32.0800000,-32.0800000
Kepler-24 d,Kepler-24,1,4,4.24438400,0.00005300,-0.00005300,0,1.670,0.390,-0.390,0,1305,,,0,1156.8100000,32.0800000,-32.0800000
Kepler-24 e,Kepler-24,1,4,18.99835500,0.00015700,-0.00015700,0,2.780,0.640,-0.640,0,792,,,0,1156.8100000,32.0800000,-32.0800000
Kepler-240 b,Kepler-240,1,2,4.14449500,0.00002600,-0.00002600,0,1.370,0.560,-0.560,0,864,,,0,746.9270000,20.1500000,-19.1360000
Kepler-240 c,Kepler-240,1,2,7.95352800,0.00002500,-0.00002500,0,2.200,0.890,-0.890,0,696,,,0,746.9270000,20.1500000,-19.1360000
Kepler-241 b,Kepler-241,1,2,12.71809200,0.00003500,-0.00003500,0,2.330,1.030,-1.030,0,562,,,0,512.0000000,30.2630000,-37.6580000
Kepler-241 c,Kepler-241,1,2,36.06597800,0.00013300,-0.00013300,0,2.570,1.110,-1.110,0,397,,,0,512.0000000,30.2630000,-37.6580000
Kepler-242 b,Kepler-242,1,2,8.20395000,0.00002000,-0.00002000,0,2.610,1.600,-1.600,0,742,,,0,600.2410000,11.3420000,-10.9360000
Kepler-242 c,Kepler-242,1,2,14.49648100,0.00008300,-0.00008300,0,2.000,1.230,-1.230,0,613,,,0,600.2410000,11.3420000,-10.9360000
Kepler-243 b,Kepler-243,1,2,5.71544200,0.00001100,-0.00001100,0,2.450,1.160,-1.160,0,850,,,0,693.8600000,9.7960000,-9.5320000
Kepler-243 c,Kepler-243,1,2,20.02621800,0.00016300,-0.00016300,0,1.990,0.970,-0.970,0,559,,,0,693.8600000,9.7960000,-9.5320000
Kepler-244 b,Kepler-244,1,3,4.31179200,0.00000800,-0.00000800,0,2.760,1.160,-1.160,0,1038,,,0,1036.4900000,36.2600000,-33.9300000
Kepler-244 c,Kepler-244,1,3,9.76729200,0.00004600,-0.00004600,0,2.050,0.870,-0.870,0,791,,,0,1036.4900000,36.2600000,-33.9300000
Kepler-244 d,Kepler-244,1,3,20.05040100,0.00013000,-0.00013000,0,2.310,0.970,-0.970,0,622,,,0,1036.4900000,36.2600000,-33.9300000
Kepler-245 b,Kepler-245,1,4,7.49019000,0.00001900,-0.00001900,0,2.570,0.180,-0.180,0,753,,,0,861.5270000,26.0410000,-24.5820000
Kepler-245 c,Kepler-245,1,4,17.46081200,0.00007600,-0.00007600,0,2.180,0.170,-0.170,0,568,,,0,861.5270000,26.0410000,-24.5820000
Kepler-245 d,Kepler-245,1,4,36.27710800,0.00017300,-0.00017300,0,3.030,0.210,-0.210,0,445,,,0,861.5270000,26.0410000,-24.5820000
Kepler-245 e,Kepler-245,1,4,3.21982106,0.00000474,-0.00000474,0,1.750,0.080,-0.060,0,998,,,0,861.5270000,26.0410000,-24.5820000
Kepler-246 b,Kepler-246,1,2,4.60182000,0.00000800,-0.00000800,0,2.340,1.200,-1.200,0,896,,,0,626.0780000,9.0560000,-8.8060000
Kepler-246 c,Kepler-246,1,2,11.18716100,0.00007500,-0.00007500,0,1.500,0.760,-0.760,0,667,,,0,626.0780000,9.0560000,-8.8060000
Kepler-247 b,Kepler-247,1,3,3.33616000,0.00000700,-0.00000700,0,1.640,0.460,-0.460,0,970,,,0,663.7110000,13.8840000,-13.3360000
Kepler-247 c,Kepler-247,1,3,9.43945200,0.00000700,-0.00000700,0,4.090,1.140,-1.140,0,686,,,0,663.7110000,13.8840000,-13.3360000
Kepler-247 d,Kepler-247,1,3,20.47791200,0.00002600,-0.00002600,0,3.940,1.100,-1.100,0,530,,,0,663.7110000,13.8840000,-13.3360000
Kepler-248 b,Kepler-248,1,2,6.30820500,0.00001000,-0.00001000,0,3.020,0.360,-0.360,0,819,,,0,738.7920000,12.7425000,-12.7425000
Kepler-248 c,Kepler-248,1,2,16.23949400,0.00002400,-0.00002400,0,4.070,0.490,-0.490,0,598,,,0,738.7920000,12.7425000,-12.7425000
Kepler-249 b,Kepler-249,1,3,3.30653900,0.00001000,-0.00001000,0,1.090,0.050,-0.050,0,554,,,0,190.4010000,1.2195000,-1.2195000
Kepler-249 c,Kepler-249,1,3,7.11370200,0.00001800,-0.00001800,0,1.510,0.090,-0.090,0,429,,,0,190.4010000,1.2195000,-1.2195000
Kepler-249 d,Kepler-249,1,3,15.36845900,0.00007000,-0.00007000,0,1.570,0.140,-0.140,0,332,,,0,190.4010000,1.2195000,-1.2195000
Kepler-25 b,Kepler-25,2,3,6.23829700,0.00001700,-0.00001700,0,2.748,0.038,-0.035,0,1185,,,0,243.2490000,1.4140000,-1.3970000
Kepler-25 c,Kepler-25,2,3,12.72070000,0.00011000,-0.00010000,0,5.217,0.070,-0.065,0,934,,,0,243.2490000,1.4140000,-1.3970000
Kepler-250 b,Kepler-250,1,3,4.14814100,0.00004600,-0.00004600,0,1.130,0.680,-0.680,0,938,,,0,760.5850000,16.9200000,-16.2110000
Kepler-250 c,Kepler-250,1,3,7.15680400,0.00002200,-0.00002200,0,2.280,1.310,-1.310,0,782,,,0,760.5850000,16.9200000,-16.2110000
Kepler-250 d,Kepler-250,1,3,17.64831200,0.00008100,-0.00008100,0,2.180,1.250,-1.250,0,579,,,0,760.5850000,16.9200000,-16.2110000
Kepler-251 b,Kepler-251,1,4,4.79093600,0.00003700,-0.00003700,0,1.330,0.240,-0.240,0,990,,,0,924.6250000,27.2190000,-25.7300000
Kepler-251 c,Kepler-251,1,4,16.51404300,0.00005400,-0.00005400,0,2.770,0.490,-0.490,0,655,,,0,924.6250000,27.2190000,-25.7300000
Kepler-251 d,Kepler-251,1,4,30.13300100,0.00016100,-0.00016100,0,2.770,0.490,-0.490,0,536,,,0,924.6250000,27.2190000,-25.7300000
Kepler-251 e,Kepler-251,1,4,99.64016100,0.00107400,-0.00107400,0,2.770,0.490,-0.490,0,360,,,0,924.6250000,27.2190000,-25.7300000
Kepler-252 b,Kepler-252,1,2,6.66839100,0.00003100,-0.00003100,0,1.230,0.120,-0.120,0,587,,,0,379.4240000,3.5120000,-3.4500000
Kepler-252 c,Kepler-252,1,2,10.84846300,0.00001500,-0.00001500,0,2.150,0.130,-0.130,0,499,,,0,379.4240000,3.5120000,-3.4500000
Kepler-253 b,Kepler-253,1,3,3.78398600,0.00001700,-0.00001700,0,1.630,0.670,-0.670,0,949,,,0,838.5950000,20.3170000,-19.3940000
Kepler-253 c,Kepler-253,1,3,10.28195100,0.00003200,-0.00003200,0,2.650,1.110,-1.110,0,680,,,0,838.5950000,20.3170000,-19.3940000
Kepler-253 d,Kepler-253,1,3,18.11986900,0.00006600,-0.00006600,0,3.170,1.300,-1.300,0,563,,,0,838.5950000,20.3170000,-19.3940000
Kepler-254 b,Kepler-254,1,3,5.82666200,0.00001000,-0.00001000,0,3.870,1.850,-1.850,0,1013,,,0,1389.4800000,75.4100000,-68.1600000
Kepler-254 c,Kepler-254,1,3,12.41218300,0.00008200,-0.00008200,0,2.150,1.030,-1.030,0,787,,,0,1389.4800000,75.4100000,-68.1600000
Kepler-254 d,Kepler-254,1,3,18.74647700,0.00012100,-0.00012100,0,2.500,1.190,-1.190,0,686,,,0,1389.4800000,75.4100000,-68.1600000
Kepler-255 b,Kepler-255,1,3,5.71460600,0.00005200,-0.00005200,0,1.550,0.620,-0.620,0,971,,,0,1052.5300000,31.0550000,-31.0550000
Kepler-255 c,Kepler-255,1,3,9.94604700,0.00003500,-0.00003500,0,2.990,1.180,-1.180,0,807,,,0,1052.5300000,31.0550000,-31.0550000
Kepler-255 d,Kepler-255,1,3,1.04562266,0.00000267,-0.00000267,0,1.320,0.140,-0.100,0,1710,,,0,1052.5300000,31.0550000,-31.0550000
Kepler-256 b,Kepler-256,1,4,1.62049300,0.00000900,-0.00000900,0,1.590,0.390,-0.390,0,1681,,,0,1026.4300000,24.1900000,-23.1100000
Kepler-256 c,Kepler-256,1,4,3.38802000,0.00001600,-0.00001600,0,2.150,0.530,-0.530,0,1315,,,0,1026.4300000,24.1900000,-23.1100000
Kepler-256 d,Kepler-256,1,4,5.83917200,0.00003100,-0.00003100,0,2.480,0.630,-0.630,0,1097,,,0,1026.4300000,24.1900000,-23.1100000
Kepler-256 e,Kepler-256,1,4,10.68157200,0.00006600,-0.00006600,0,2.350,0.580,-0.580,0,897,,,0,1026.4300000,24.1900000,-23.1100000
Kepler-257 b,Kepler-257,1,3,2.38266700,0.00000600,-0.00000600,0,2.610,1.310,-1.310,0,1237,,,0,780.2560000,17.5400000,-16.7990000
Kepler-257 c,Kepler-257,1,3,6.58148400,0.00000800,-0.00000800,0,5.410,2.720,-2.720,0,881,,,0,780.2560000,17.5400000,-16.7990000
Kepler-257 d,Kepler-257,1,3,24.66455100,0.00005100,-0.00005100,0,4.950,2.480,-2.480,0,567,,,0,780.2560000,17.5400000,-16.7990000
Kepler-258 b,Kepler-258,1,2,13.19722000,0.00001900,-0.00001900,0,4.060,2.710,-2.710,0,642,,,0,575.9880000,8.1805000,-8.1805000
Kepler-258 c,Kepler-258,1,2,33.65307900,0.00018900,-0.00018900,0,3.610,2.430,-2.430,0,470,,,0,575.9880000,8.1805000,-8.1805000
Kepler-259 b,Kepler-259,1,2,8.11531700,0.00002200,-0.00002200,0,2.800,1.370,-1.370,0,879,,,0,1002.1400000,26.3300000,-25.0460000
Kepler-259 c,Kepler-259,1,2,36.92493100,0.00018100,-0.00018100,0,2.700,1.310,-1.310,0,530,,,0,1002.1400000,26.3300000,-25.0460000
Kepler-26 b,Kepler-26,1,4,12.28000000,0.00030000,-0.00030000,0,2.780,0.110,-0.110,0,431,,,0,335.3070000,3.0565000,-3.0565000
Kepler-26 c,Kepler-26,1,4,17.25590000,0.00060000,-0.00060000,0,2.720,0.120,-0.120,0,385,,,0,335.3070000,3.0565000,-3.0565000
Kepler-26 d,Kepler-26,1,4,3.54391900,0.00001500,-0.00001500,0,1.070,0.060,-0.060,0,652,,,0,335.3070000,3.0565000,-3.0565000
Kepler-26 e,Kepler-26,1,4,46.82791500,0.00017300,-0.00017300,0,2.410,0.150,-0.150,0,276,,,0,335.3070000,3.0565000,-3.0565000
Kepler-260 b,Kepler-260,1,2,8.18739900,0.00002200,-0.00002200,0,2.010,0.550,-0.550,0,782,,,0,627.3650000,7.2615000,-7.2615000
Kepler-260 c,Kepler-260,1,2,76.05017800,0.00102600,-0.00102600,0,1.740,0.540,-0.540,0,372,,,0,627.3650000,7.2615000,-7.2615000
Kepler-261 b,Kepler-261,1,2,10.38122700,0.00001600,-0.00001600,0,2.180,0.140,-0.140,0,672,,,0,317.4990000,1.7560000,-1.7370000
Kepler-261 c,Kepler-261,1,2,24.57085800,0.00006900,-0.00006900,0,2.000,0.140,-0.140,0,505,,,0,317.4990000,1.7560000,-1.7370000
Kepler-262 b,Kepler-262,1,2,13.06085500,0.00016400,-0.00016400,0,1.360,0.590,-0.590,0,734,,,0,613.1290000,7.5990000,-7.5990000
Kepler-262 c,Kepler-262,1,2,21.85372200,0.00018700,-0.00018700,0,1.640,0.680,-0.680,0,618,,,0,613.1290000,7.5990000,-7.5990000
Kepler-263 b,Kepler-263,1,2,16.56808700,0.00006500,-0.00006500,0,2.670,1.450,-1.450,0,548,,,0,754.7470000,16.0380000,-16.0380000
Kepler-263 c,Kepler-263,1,2,47.33277300,0.00045600,-0.00045600,0,2.470,1.350,-1.350,0,386,,,0,754.7470000,16.0380000,-16.0380000
Kepler-264 b,Kepler-264,1,2,40.80623100,0.00053800,-0.00053800,0,3.330,0.740,-0.740,0,772,,,0,942.1730000,18.0790000,-17.4230000
Kepler-264 c,Kepler-264,1,2,140.10126100,0.00367800,-0.00367800,0,2.830,0.580,-0.580,0,511,,,0,942.1730000,18.0790000,-17.4230000
Kepler-265 b,Kepler-265,1,4,6.84626200,0.00006300,-0.00006300,0,1.860,0.450,-0.450,0,1022,,,0,1280.2500000,47.9000000,-44.6200000
Kepler-265 c,Kepler-265,1,4,17.02893700,0.00013600,-0.00013600,0,2.630,0.550,-0.550,0,755,,,0,1280.2500000,47.9000000,-44.6200000
Kepler-265 d,Kepler-265,1,4,43.13061700,0.00065800,-0.00065800,0,2.490,0.540,-0.540,0,554,,,0,1280.2500000,47.9000000,-44.6200000
Kepler-265 e,Kepler-265,1,4,67.83102400,0.00139600,-0.00139600,0,2.590,0.550,-0.550,0,476,,,0,1280.2500000,47.9000000,-44.6200000
Kepler-266 b,Kepler-266,1,2,6.61833000,0.00004800,-0.00004800,0,2.480,1.200,-1.200,0,1066,,,0,1370.7900000,56.7800000,-52.5200000
Kepler-266 c,Kepler-266,1,2,107.72360100,0.00164300,-0.00164300,0,3.890,1.890,-1.890,0,421,,,0,1370.7900000,56.7800000,-52.5200000
